4,16,12,2,8,1,20580,1,80,1,36,1,2,28,4,84,2,1,5320,1,1,1,4,120,8,5,10,4,1,16800,2,1,6,1,560,6,4,4,2400,80,1,1,6,1,36,20,18,1,4,72,3,2,42,196,1120,2,4,6,2,2,20,1,24,12,1,1728,1,21,2,2,12,2,1,12,189,60,6,4,10,134064,2,8,1,4,3,4536,10,1,40,1,4,1,8,5,12,20,1,
5,1,6,1,1215,4,1,480,3,28,2,288,50,2,1,2,16,216,4,3,72576,21,4,1,60,1,1,3,320,1,4,2,7128,1620,2,1,1944,1,2,27,2,9,144,6,1,1,20,1,3888,1,1512,1,1,60,1,108,2,1,1728,1,8,324,432,1,12,1,36828,1,80,2,1,72,2,180,1,6732,1,1,6,1944,1,6,3,48,1,2,42,1440,28,2,60,2,13500,88,1,8,18,
48,1,16,48,1,9984,42,1,1,288,1,4,3,16,1,13312,1,208,1,2,3,4576,4,2912,9,1,12,416,3,4,1,32448,1,6,36,20,18,12,48,3,2,2,9,20,104,6,312,1,2,156,4,280,4,1,8,2,1080,1,2,24,2,8,3,1,2,14976,1,4,6318,5,12,1,2,6,2,2,1,42120,1,4,2,2,600,2,1,2,12,2,1,42,1,4212,2,2,36,2,1,
1,4,1,32,12,2,6,48,2,2,297,2,2,9,1,2,288,1,8,1,2100,1,72450,2,12,1,1,10,120,6,32,2,448,1,12,1,4,1,2,1,94300,1,4,30,1,1,2,1,192,4,1,3,96,4,36,1,24,1,6,2,1,5,72,175950,1,4,2,1500,1,84,120,4,1,2,300,5500,64,4,2,6,168,675,1,100,234,12,252,2,162,6,6,2,1,32,1,144,102,
4,48,4,1,12,1,4,16,8,40,6,144,1,36960,10,12,2,2,216,2,14,108,1,1,3,1,1,6,14,1,18,1,24,1,2,264,2,1,936,4,2,1512,2,1,90,1,1,168,6,1,1,64,2,2,1,24,1,8,7,5700,2,22,5,16,1008,16,1,12,16,1,3888,1,12,36,1,152,1,6,12,24,2,1,48,1,624,3,4,2,96,1344,6,28,15,1,12,2,1,
2,1,4,384,1,8,1,8,1,2,4,96,12,1,2,1584,1,6,60,2,1,2,32,2,675,120,12,18,4,5,12,12,1,1632,1,2,9,48070,1,6,2,1,1380,161,1,55,9,1,2,240,1,1,1,384,4,2,132,1,64,1,20424,3,1,2,6,1,72,1,2,60,1,98,210,2,1,12,1,1,150,1,16,2,7590,14,9,1,6,1,4,27,2,1,6,1728,2,1,4,
12,270,1,8,2,16,2,880,286,132,2,4,672,4,48,1,252,88,1,192,2,36,1,24,6,6,1,56,42,48,2,1,6,8,6,864,4,1,10296,22,2,6,1,1,132,132,1,54,198,8,5,2640,2,4,36,1,110,308,1,152,37,6,4,1,352,2,6820,6,1,1,6,1,6,1,120,1,12,1,12,720,3,2,1,9,40,2,4,6,2,1,180,12,2,1,432,18,1,
1,32,4,1,12,2520,2,1,12,208,2,1,15,2,1,12,1,5,2,1,22,1,368,6,2,1,24948,3,1,1,672,135,1,3,1,2,5,756,2,1,189,105,4,12,1,1,150,2,1,6,144,1,54537,2,1,540,1,8,24,5586,777,3,12,90,3,1,1,27,3,2,27,1,2,360,6,6,5292,80,1,12,1,8,24,1,1,336,3,480,4,1,1,1,450,2,6,1,4,
4,2,24,3,2100,8,1,24,2,12,2,60,80,6,4,1,90,1,3,4,1,5,1150,1,90,2,14,30,2900,640,2,1,20,240,12,440,30,1,1,12,1,20,1,4,2,40,165,4,1,2,2,150,3,18,1080,1,24,1,2,36,3,1,1,2448,3,96,2,64,48,6,1944,3,54,2,1,36,9,1,1,6,1,5760,5,1,1,3,1,36,1,24,1,32,1,32,1,8,1,
171,1,1,48,16,1,36,256,1,1,36,1,1,12,3,384,1,48,4,3,4,26334,1,28,3,180,6,24,1,1,9,4,1,36,1,90,6,2,2,9,10,24,12,4,3,1,4,6480,3,1,1,56,1,1,1,12,2,1,112,2,2,1,59850,4,1,2,9,84,4,1,12,1,2,176,1,1,3,168,8,1,5814,2,4,24,3,40,4,1,60,180,13300,1,8,1,12,12,437,
4,3,24,7,2,1,4,1,8,1,9504,2,8,1,16,3,2,1,336,72,1,4,6,4032,1,2,6,1,10,4,126,1728,252,8,1080,4,1,12,4,4,324,1,2,18,4,6,2,1,64,3150,60,2,1,4,8,30,3528,1,1,3,72,6,2,1512,2,4,18,2,1,39312,1,10,72,1,96,36,1,2,33858,180,1,2,1,4,90,3,231,6,1,6,8,2,648,14,36,1,2,
1,10,1,51,12,3,693,3,8,648,1,12,3,16,1,60,10,4,24,1,28,1,46,10,2,24,2,2,2784,1,2,6,8,7,4,1,56610,24,10,1,6,8,1,12,4,1,6630,8,3,4,1,16,12,42,18,1,8,10,16,33592,4,1,18,1,24,1,2,30,72,1,72,2,1,224,9,2,3,160,1,8,510,9,36,1,1,10,1,160,4,2,6,288,1,1,3,48,6,
2,32,96,1,1,36,2,1,576,6,1,2,64,1,18720,1,8,1,2,12,3888,4,4,1,32,1,2,9,12,24,1,2,9,1,2,36,2,1,14976,180,1,2,420,1,2,12,1,360,1,2,8,1,30,1,2,1200,7,4,2,1,2,144,1,84,15,51200,12,1,2,256,1,204,4,1,18,1,2,1920,8,3,2,1,4,42,2,288,2,20,1,1,9,2,1,6,84,2,1,
1,2,3,1,1,6,8,2,8,1,12,4500,1,8,6,3,10710,8,64,1,2,1,1725,45,225,8,4,2025,2,2,36,24,32,2,16,1,720,30,2,2,18,60,2,4,2205,40,6,2,1,24,1,70,1,1200,4,1,24,14,23400,1,900,1,12,8,1,210,1,6,6,16,8,36,3,96,1,6,2160,12,21,8,8,8,1,6,720,2,90,300,32,4,8,720,1,16,1,8,1,
75,1,48,6,1,420,2,30,1,8,2,36,24752,1,28,1,8,1,12,2,4,35,3,2,1,8,1,4,1,2448,1,8,1,16,1,64,1,32,4,1,4,1764,1,28,3780,1,252,1,16,3,1092,644,4,1,504,6,4,1,224,3,2,1,1680,2,8,3,384,1,2520,2,2,12,1,1680,460,144,15,1,12,2,1,36,3,168,1,2,27,1,2,45,1,6,4,1,22,1008,15,
1,156,1,240,8,3,1,1,60,1,1,1,117,128,1,2,1,32,2,10,1,486,2,10,12,3380,208,2,224,1,8,9,1,1,1440,3,24,3,1,18,1,1,5031,1,2,702,2,390,1,2,8,1,1560,8,5,4914,1,104,1,16,18,3960,21,1,2,12,2,1,6,560,1,2,2,3,60,10,1,384,1,96,4,2,27,1,4,3744,2,4,2,2,420,18,1,1,9,4,1,
6,1,2,8,1,252,8,1,1728,8,4,4,24,1,96,8448,90,1,1,24,432,5,1,1,3,1,20,98,1,5760,1,1296,3,8,2,1,40,1,16,2,1296,14,144,18,12,4,1,3,60,172800,3,50,1,3,6,4,45,2,1,960,2,8,1,2,84,96,4,3072,1,4,2,3744,9,1,2,2,2,1,144,2,1,15360,1,12,18,3,1,2,24,1,12,1,48,3,2808,1,4,
60,32,3,6,96,2,1,640,72,2,10,1,1,2,1,7,1,220,1463,18,1,2,60,2,40,2,1,12,2552,6,196,2,1848,1,48,2,6,2,3300,1,4,30,4,1,1,1,48,2,200,6,1,2,352,1,8,1,448,3,9,1,1,135,16,20,3,1,2,3,45,1,37422,3,140,3,1,1,36,3080,1,4,630,1,8,1,10,400,12,44,4,8,330,4,1,1584,1,96,12,
6,1,24,2,20,8,490,11,6,1,18,16,4,1,4,144,1,1,330,1,4,5940,2,6,1350,120,1,4,2,80,1,4,1,6120,2,324,2,700,1,120,1,2,36,1,2052,18,1,90,24,2,1,6,4,1,48,1,1,1,48,2,9,3,450,51680,12,1,4,240,2,12,1,4,24,56,3,24,1,1,2,4,48,20,1080,4,1,45,2,2,168,216,4,60,20,1,6,2,1,
1,12,75,1,1,6,2,360,1,4,12,1,675,4,72,2,12,80,1,6840,270,3,2,1,54,1,24,6,1,6,700,6,6,1,1,6,1,63,2736,1,12,20,1,1,12,1,48,4,1,6,5508,2,1,54,1,1,2214,4,1,144,1,10,5,4,1,6,25,504,1,2,24,1,20,1,1575,1,2,1,1,810,1,8,9,33,6,1,2,1,5,6,1,4,6,1,198,2,1,
1,2,3,12,180,4,1,6,2,8640,1,144,5,96,3,1,1,8,1,36,1,336,2,20,1,12,8,1,168,1,4,1,48,2,10,10368,70,2,1,36,1,8,2,8,1,12,240,1,8,36,2,1,42,1152,120,4,4,60,1,4,1,1280,1,2,18,7168,36,2,36,180,1,6,6,480,8,18,6,6,400,144,1,3,2,96,1,2,90,8,1296,1,16,1,8,12,3,1,6,
12,1,6,672,2,1,4,12,6,1,4235,3,1,1,3,1400,1,2,18,2,8,1,4,192,2,2,126,8,5,1,4,4,1,612,12,1,16576,7,4,3,560,12,12,1,504,18,1,72,1,1,3,9016,1,8,1,2,1,48,3,44,54,2,4,63,1,6,2,1,6,12,308,260,3,1,1,112,1,1,99,1,72,1,1,12,1,10,6,1,32,2352,1,4,18,2,18,1,8,
210,18,1,1,32,8,1,280,2,128,2,2,1,96,1,2,1,90,6,1,18,176,1,12,6,1,18,1,580,3,4,36,200,1,60,1,9,3,2,19200,2,3,1,2,30,2,1,48,1470,1,18,1,12,180,12,14,18,1,96,35,3,2,1,12,4,1,168,9,1,2,4,5,1800,6,2,1,72,75,1,36,4,1,1500,1,60,1,2,1,8,1,420,2,1,9,1,3,24,
1,1,1,4,1,210,165,1,1,18,1,90,1,1,108,4,1,720,1,120,1,6,4,1,125,10,1,28,145,168,1,4,2,16,3,270,2,1,72,1,2,1008,140,42,1,1,60,12,1,84000,1,20,6,1,1,3,98,8,1,12,1,24,4,350,28,90,1,40,135,30,8,20,15,6,3,6270,1,28,6,1,1,24,6,2,7,80,2,1,6,4,2,1,14,320,6,1,1,
6,2,180,1,8,1,16,1,28,2,24,18,1,4,6,1,1,3,14,1,168,352,2,8,1,40,8,1,1,3,3255,9,1,2,1,2,40,1,1,6,30,3,2,1,6,360,3,8,42,2,1,24,1,12,8,315,1,1,12,1,1080,1,30,8,1,10,336,1,12,2,3,24,1,2688,16,1,48,1,12,2,1904,2,1,12,96,2,3,96,1,2,192,6,12,1,144,1,4,
1,192,1,48,1,48,1,6,1728,1,2,1,5,30,1,56,504,6,18,2,6,1,2,216,6,2,9,6,6,180,33,2,2,120,1,4,18,4,20,3,24,616,2,54,8,6,4,1,6,1,9,12,9,1,6,42,6,480,9,8,1,4,231,1,4,6,1,30,1,48,1,12,1,132,1,4,3,36,5,90,1,12,1,8,1,1728,30,1,10,24,9,4,1,36,1,288,3,
1,12,1,2,120,1,12,16,1,16,4,48,28,2,28,1,1020,1,1,126,2,1,4,6,1,1,70,1,2,3,2,21120,16,1,32,6,40,10,44,10,1,1,1,32,2,1,2,16,1,121,1,1,15,1,6,1,1,24,2,1,44,8,1,4,9,176,4,28,2,1,2,1,6,12,72,6,88,1,76,1,64,2,18,1,2,18,4,2,16,8,8,1,2,1,16,12,4,
10,1,30,1,4,1,2,16,1,42,1,2,6,1,32,2,12,2,4,1,8,3,2254,1,2,27,2,1,3,28,1,32,5,18,1,1,90,1,2,3,2,70,8,1,6,6,6,1,21,12,2,4,210,12,1,8,2,10,2,175,4,1,4,1,2475,5,1,2,1,2,216,2,1,4,1,8,1,1,1,54,2,1,1350,10,1,1,1,1,5,21,1,4,90,3,1,1,4,
